"time","tempDegC_diff01_1","tempDegC_diff01_2","tempDegC_diff01_3","tempDegC_diff01_4","tempDegC_diff01_5","tempDegC_diff01_6","tempDegC_diff01_7","tempDegC_diff01_8","tempDegC_diff01_9","tempDegC_diff01_10","tempDegC_diff01_11","tempDegC_diff01_12","tempDegC_diff01_13","tempDegC_diff01_14","tempDegC_diff01_15","tempDegC_diff01_16","tempDegC_diff01_17","tempDegC_diff01_18","tempDegC_diff01_19","tempDegC_diff01_20","tempDegC_diff01_21","tempDegC_diff01_22","tempDegC_diff01_23","tempDegC_diff01_24","tempDegC_diff01_25"
2009-06-04 14:00:00,13.1105694425339,11.806688131893,11.3061409857172,11.0482103470922,10.8964310998265,10.7932440985325,10.7142595109085,10.6366217881104,10.5284163462294,10.3554416685838,10.1328482733711,9.8785928051884,9.57152503123779,9.18562505612079,8.73571229857255,8.25518761114202,7.76367977184539,7.26595173343373,6.76160699036959,6.25066652544918,5.7343651927387,5.2143824043164,4.69220515256476,4.16849757791669,3.64394016532326
2009-06-04 15:00:00,13.5017101136275,11.9076653570482,11.3682852432614,11.0925673815053,10.928625753843,10.8171470377054,10.7306477050254,10.6457891405766,10.5322048125116,10.3589130417851,10.136271373942,9.87922585974164,9.56956015961397,9.18406404397884,8.73580798677794,8.2561357918003,7.76457102505343,7.26649231053865,6.76188402914776,6.25083165209416,5.73451029682785,5.21454129473736,4.69238664515285,4.16870839765081,3.64417877802489
2009-06-04 16:00:00,13.7732869632615,12.00745577368,11.4211706715244,11.129120409384,10.9548470450241,10.836184474336,10.7432966611227,10.652298614017,10.5341866162432,10.3606265327137,10.1380954980491,9.87880662345981,9.5669639534172,9.18192606370462,8.7353347426961,8.25662004271486,7.76512993605244,7.26679836055399,6.76198594200658,6.25085881171118,5.73454477139535,5.21461233152299,4.69249971597781,4.16886501160726,3.64436334717142
2009-06-04 17:00:00,13.9188591035047,12.0975043517895,11.4648059331654,11.1574148219349,10.9746063486703,10.8500435378705,10.7519319797019,10.6558902193743,10.5341165115904,10.3604570317993,10.1382460722328,9.87723969461126,9.56364432970399,9.17915610792235,8.73425800117931,8.25660982099578,7.76532835639357,7.26684658249822,6.76189485114931,6.25073447936599,5.73445818644634,5.21458724017085,4.69253748348795,4.1689606590208,3.64448899132719
2009-06-04 18:00:00,13.92718095126,12.1703606256286,11.4980279060428,11.1766466671076,10.9871493394997,10.8581590345779,10.7560955656222,10.6561671326684,10.5316467066681,10.3581858986693,10.1365737124593,9.87437817588842,9.55946952853453,9.17566514045767,8.73251636492673,8.2560543365574,7.7651225780328,7.26660139897696,6.76158313673841,6.25043745420113,5.73423409340807,5.21445301385828,4.6924892665542,4.16898597220461,3.64454798483183
2009-06-04 19:00:00,13.8131094881277,12.2272314717254,11.5253220045101,11.1906952501971,10.9954259246074,10.8628344969825,10.7575742501386,10.6544926563143,10.5278096426812,10.3546622755047,10.133761805042,9.87073160401717,9.55482171740457,9.17176319262154,8.73035997366597,8.25514690689935,7.7646599378395,7.26617645042984,6.7611396592739,6.25003750151548,5.73392710966746,5.21425214501734,4.69238772960646,4.16896560467519,3.64456660382686
2009-06-04 20:00:00,13.6129452691706,12.2694546857114,11.5501192223103,11.2027656741098,11.0019212544372,10.866007974943,10.7578770627438,10.6520221318116,10.5234809188178,10.3506038357203,10.1303894302155,9.8667331028984,9.55002491107955,9.16771292057657,8.7280017227602,8.25405251501058,7.76406612922141,7.26566860780692,6.7606402240661,6.24959426503824,5.73358404436687,5.21402112027262,4.69226089655141,4.16892171699655,3.64456733883067
2009-06-04 21:00:00,12.7113049617261,12.9116314152707,11.6203015475301,11.2151921474487,11.0084965754086,10.8691347339966,10.7581401459059,10.6496260315038,10.5193187799952,10.346551649006,10.1268960508335,9.86271063047348,9.54532239902448,9.16371226049866,8.72560361246761,8.25289699622044,7.76343668305389,7.26515128529907,6.76014232810414,6.24915313092582,5.73324063794265,5.21378784326436,4.6921302706975,4.16887195436127,3.64456733883067
2009-06-04 22:00:00,12.5477428311725,12.2361360071643,11.7464891284916,11.3889310520789,11.135131665347,10.9502560531991,10.8204923089021,10.7798212573251,10.5295595574054,10.3425325852618,10.1233172451965,9.85867920686898,9.540713951364,9.15976722787696,8.72317709917121,8.25168889904192,7.76277573143259,7.2646264734631,6.75964758432548,6.2487157842146,5.73289848694861,5.21355356619,4.69199672623708,4.1688180261967,3.64456733883067
2009-06-04 23:00:00,12.1299512514971,12.07946262208,11.7472188330837,11.4505883123988,11.2070851720267,11.0223819972858,10.8934624168806,10.7180018172442,10.5594202719458,10.5080719033942,10.1351452686162,9.85464029659681,9.53618982076563,9.15587515063467,8.72072636482525,8.25043141786037,7.76208347102107,7.26409309133861,6.75915513052019,6.24828192770916,5.73255762090022,5.21331833042668,4.69186035057166,4.16876065446132,3.64456733883067
2009-06-05 00:00:00,11.8318622941219,11.9269106090118,11.6972899489808,11.4598313074158,11.2472103914569,11.071235175826,10.898760118009,10.7385194930383,10.6374365411347,10.5933609124968,10.1514031005611,9.85176881808494,9.5317414962958,9.15203329013774,8.7182550594694,8.24912760723572,7.76136022813566,7.2635501781368,6.75866413468166,6.24785124269868,5.73221803741973,5.2130821839366,4.69172131371235,4.16870038356549,3.64456733883067
2009-06-05 01:00:00,11.6060829124997,11.7836781206674,11.6274127565391,11.4429558157862,11.260223931271,11.0830874934654,10.9170842284404,10.7838400894391,10.700156192491,10.6570598288725,10.1694776880317,9.85023075553555,9.52744612046551,9.14823890332057,8.71576635746829,8.2477803729123,7.76060643739431,7.26299688597373,6.75817379720919,6.24742339136427,5.73187970547844,5.21284518347044,4.69157981882268,4.16863763422942,3.64456733883067
2009-06-05 02:00:00,11.4201957168476,11.6527293926937,11.5512687162128,11.4091921476293,11.2492427135462,11.0875112334213,10.9412871236259,10.8260272618968,10.726261807495,10.501545265449,10.430455507105,9.87221259435062,9.52338207707314,9.14449523964338,8.71326301043304,8.24639246687655,7.7598226228732,7.26243247314243,6.7576833535437,6.24699802086962,5.7315425705457,5.21260739313032,4.69143607835218,4.16857274146289,3.64456733883067
2009-06-05 03:00:00,11.2577233485065,11.5321267745587,11.4723739647083,11.3632955867399,11.2283597477774,11.0887964839802,10.9607812369714,10.8400913320058,10.6826857355065,10.5739149069594,10.5217953399266,9.89676752090818,9.52121877808652,9.14081081646426,8.71074781700922,8.2449664854467,7.75900938118929,7.26185629711008,6.75719207603968,6.246574767312,5.73120655879427,5.21236888073289,4.6912903011408,4.16850597884651,3.64456733883067
2009-06-05 04:00:00,11.158645775662,11.4085390644309,11.3892149199699,11.3118603934008,11.2027461003425,11.0841814319288,10.9626521877514,10.8280002133984,10.7075956214049,10.6271617160341,10.57840808574,9.92097628376974,9.52087500767268,9.13731098733659,8.70822397865702,8.24350490048925,7.75816736646975,7.26126780746322,6.75669927528629,6.24615325955233,5.73087158051188,5.21212971407464,4.69114268588655,4.16843757474078,3.64456733883067
2009-06-05 05:00:00,11.1144061383907,11.3177481187708,11.311124304783,11.2624079207911,11.1760283851528,11.0711463504049,10.9531463753034,10.8355418690941,10.7364051412481,10.6683810212429,10.6208217103909,9.94450453216454,9.52240809015979,9.13436468516345,8.70591212517281,8.24217408025267,7.75742604105363,7.26076765294195,6.75628370410081,6.24579547696198,5.73058649881566,5.21192841029097,4.69102361440273,4.16839143633592,3.64459106941048
2009-06-05 06:00:00,11.1647234917745,11.2605131488401,11.257539944973,11.2247031231076,11.152455231263,11.0569031873312,10.9511926244281,10.849338228001,10.7635935077581,10.7029358189019,10.6558353982252,9.96783405239742,9.52607605097761,9.13247550880852,8.70417086314885,8.24124495202938,7.75699678755503,7.26052104802534,6.75607495479857,6.24560342547308,5.73043171596394,5.21182836914202,4.6909830555557,4.16840756115829,3.64467751903345
2009-06-05 07:00:00,11.2991119770156,11.2520835390521,11.2461080831318,11.2057713780769,11.1370540624061,11.0498606203939,10.9555137817323,10.8655397577774,10.7889861566271,10.7331748353137,10.6863259373026,9.99086600819218,9.53155240573885,9.13163503314176,8.70298275380423,8.24069196597443,7.75685761019152,7.26051003317266,6.75605884599436,6.24556626372544,5.73039909224788,5.21182355274221,4.69101656407312,4.16848406571978,3.64482256428594
